|micro_category|macro_category|human_strings
2667|Public Transport|Transportation|refill travel card
2668|Public Transport|Transportation|add credit to transport card
2669|Public Transport|Transportation|travel card top up
2670|Public Transport|Transportation|public transport card top-up
2671|Public Transport|Transportation|bus from A to B
2672|Public Transport|Transportation|train from C to D
2673|Public Transport|Transportation|subway from E to F
2674|Public Transport|Transportation|bus between X and Y
2675|Public Transport|Transportation|train between Z and W
2676|Public Transport|Transportation|subway between P and Q
2677|Public Transport|Transportation|bus route from A to B
2678|Public Transport|Transportation|train route from C to D
2679|Public Transport|Transportation|subway route from E to F
2680|Public Transport|Transportation|travel from A to B by bus
2681|Public Transport|Transportation|one way
2682|Public Transport|Transportation|round trip
2683|Public Transport|Transportation|single ticket
2684|Public Transport|Transportation|return ticket
2685|Public Transport|Transportation|day pass
2686|Public Transport|Transportation|weekly pass
2687|Public Transport|Transportation|monthly pass
2688|Public Transport|Transportation|annual pass
2689|Public Transport|Transportation|off-peak ticket
2690|Public Transport|Transportation|peak ticket
2691|Public Transport|Transportation|public transport expenses
2692|Public Transport|Transportation|transport costs
2693|Public Transport|Transportation|travel expenses
2694|Public Transport|Transportation|commute expenses
2695|Public Transport|Transportation|daily commute cost
2696|Public Transport|Transportation|weekly commute cost
2697|Public Transport|Transportation|monthly commute cost
2698|Public Transport|Transportation|yearly commute cost
2699|Public Transport|Transportation|transport spending
2700|Public Transport|Transportation|travel spending
2701|Ride-Sharing|Transportation|Uber ride to the airport
2702|Ride-Sharing|Transportation|Lyft to work
2703|Ride-Sharing|Transportation|UberXL for the family
2704|Ride-Sharing|Transportation|Lyft ride home from dinner
2705|Ride-Sharing|Transportation|Uber eats delivery
2706|Ride-Sharing|Transportation|Uber to John's house
2707|Ride-Sharing|Transportation|Lyft from concert
2708|Ride-Sharing|Transportation|$25 Uber trip
2709|Ride-Sharing|Transportation|Uber pool to the game
2710|Ride-Sharing|Transportation|Lyft shared ride to office
2711|Ride-Sharing|Transportation|Uber to the airport. Expensive!
2712|Ride-Sharing|Transportation|Lyft, quick and easy
2713|Ride-Sharing|Transportation|UberXL - needed more space
2714|Ride-Sharing|Transportation|Lyft was cheaper than Uber
2715|Ride-Sharing|Transportation|Uber eats - late again!
2716|Ride-Sharing|Transportation|Uber - John's place
2717|Ride-Sharing|Transportation|Lyft after concert, long wait
2718|Ride-Sharing|Transportation|Uber - $25. Ouch!
2719|Ride-Sharing|Transportation|Uber pool, saved money
2720|Ride-Sharing|Transportation|Lyft shared ride - full car
2721|Ride-Sharing|Transportation|Airport Uber
2722|Ride-Sharing|Transportation|Work Lyft
2723|Ride-Sharing|Transportation|Family UberXL
2724|Ride-Sharing|Transportation|Dinner Lyft
2725|Ride-Sharing|Transportation|Uber Eats delivery again
2726|Ride-Sharing|Transportation|John's house Uber
2727|Ride-Sharing|Transportation|Concert Lyft
2728|Ride-Sharing|Transportation|Expensive Uber
2729|Ride-Sharing|Transportation|Game Uber pool
2730|Ride-Sharing|Transportation|Office Lyft shared
2731|Ride-Sharing|Transportation|Uber - airport transfer
2732|Ride-Sharing|Transportation|Lyft - commute
2733|Ride-Sharing|Transportation|UberXL - family trip
2734|Ride-Sharing|Transportation|Lyft - dinner
2735|Ride-Sharing|Transportation|Uber Eats - late!
2736|Ride-Sharing|Transportation|Uber - visit John
2737|Ride-Sharing|Transportation|Lyft - post concert
2738|Ride-Sharing|Transportation|Pricey Uber ride
2739|Ride-Sharing|Transportation|Uber pool - sporting event
2740|Ride-Sharing|Transportation|Lyft - shared ride to work
2741|Ride-Sharing|Transportation|Uber to the airport, ugh
2742|Ride-Sharing|Transportation|Lyft - another day at the office
2743|Ride-Sharing|Transportation|UberXL for my kids
2744|Ride-Sharing|Transportation|Dinner Lyft ride
2745|Ride-Sharing|Transportation|Uber eats, always late
2746|Ride-Sharing|Transportation|Uber to see John
2747|Ride-Sharing|Transportation|Lyft from the concert, fun
2748|Ride-Sharing|Transportation|Expensive Uber trip!
2749|Ride-Sharing|Transportation|Game Uber pool ride
2750|Ride-Sharing|Transportation|Lyft shared ride - good deal
2751|Ride-Sharing|Transportation|Uber ride - Airport
2752|Ride-Sharing|Transportation|Lyft - office
2753|Ride-Sharing|Transportation|UberXL - 7 people
2754|Ride-Sharing|Transportation|Lyft ride - dinner
2755|Ride-Sharing|Transportation|Uber Eats - pizza
2756|Ride-Sharing|Transportation|Uber - John's
2757|Ride-Sharing|Transportation|Lyft - concert
2758|Ride-Sharing|Transportation|Overpriced Uber!
2759|Ride-Sharing|Transportation|Uber pool - great
2760|Ride-Sharing|Transportation|Lyft shared - cheaper
2761|Ride-Sharing|Transportation|Uber - airport
2762|Ride-Sharing|Transportation|Lyft - work
2763|Ride-Sharing|Transportation|UberXL - family
2764|Ride-Sharing|Transportation|Lyft - dinner
2765|Ride-Sharing|Transportation|Uber eats
2766|Ride-Sharing|Transportation|Uber - John's place
2767|Ride-Sharing|Transportation|Lyft - concert
2768|Ride-Sharing|Transportation|Too expensive Uber
2769|Ride-Sharing|Transportation|Uber pool - game
2770|Ride-Sharing|Transportation|Lyft - shared ride
2771|Ride-Sharing|Transportation|Uber - Airport
2772|Ride-Sharing|Transportation|Lyft - to work
2773|Ride-Sharing|Transportation|UberXL - lots of luggage
2774|Ride-Sharing|Transportation|Lyft ride home
2775|Ride-Sharing|Transportation|Uber Eats
2776|Ride-Sharing|Transportation|Uber - John
2777|Ride-Sharing|Transportation|Lyft - after show
2778|Ride-Sharing|Transportation|Way too expensive Uber
2779|Ride-Sharing|Transportation|Uber pool - saved money
2780|Ride-Sharing|Transportation|Shared Lyft ride
2781|Ride-Sharing|Transportation|Uber to airport
2782|Ride-Sharing|Transportation|Lyft to office
2783|Ride-Sharing|Transportation|UberXL - space
2784|Ride-Sharing|Transportation|Lyft - dinner
2785|Ride-Sharing|Transportation|Uber eats - again
2786|Ride-Sharing|Transportation|John's place - Uber
2787|Ride-Sharing|Transportation|Lyft - concert
2788|Ride-Sharing|Transportation|Uber - too pricey
2789|Ride-Sharing|Transportation|Uber pool - perfect
2790|Ride-Sharing|Transportation|Lyft shared - good
2791|Ride-Sharing|Transportation|Uber to the airport!
2792|Ride-Sharing|Transportation|Lyft to work!
2793|Ride-Sharing|Transportation|UberXL - big group
2794|Ride-Sharing|Transportation|Lyft - dinner!
2795|Ride-Sharing|Transportation|Uber Eats - so late!
2796|Ride-Sharing|Transportation|Uber - John's house!
2797|Ride-Sharing|Transportation|Lyft - after the concert!
2798|Ride-Sharing|Transportation|Uber - so expensive!
2799|Ride-Sharing|Transportation|Uber pool - success!
2800|Ride-Sharing|Transportation|Lyft shared - best option!
2801|Ride-Sharing|Transportation|Uber - quick trip to the airport
2802|Ride-Sharing|Transportation|Lyft - short ride to work
2803|Ride-Sharing|Transportation|UberXL - room for everyone
2804|Ride-Sharing|Transportation|Lyft - quick dinner ride
2805|Ride-Sharing|Transportation|Uber Eats - another late delivery
2806|Ride-Sharing|Transportation|Uber - quick trip to John's
2807|Ride-Sharing|Transportation|Lyft - fast ride home from the concert
2808|Ride-Sharing|Transportation|Uber - ouch, that was expensive!
2809|Ride-Sharing|Transportation|Uber pool - very affordable
2810|Ride-Sharing|Transportation|Lyft shared ride - best option for commuting
2811|Ride-Sharing|Transportation|Uber Airport
2812|Ride-Sharing|Transportation|Lyft Work
2813|Ride-Sharing|Transportation|UberXL Family
2814|Ride-Sharing|Transportation|Lyft Dinner
2815|Ride-Sharing|Transportation|Uber Eats
2816|Ride-Sharing|Transportation|Uber John
2817|Ride-Sharing|Transportation|Lyft Concert
2818|Ride-Sharing|Transportation|Expensive Uber
2819|Ride-Sharing|Transportation|Uber Pool
2820|Ride-Sharing|Transportation|Lyft Shared
2821|Ride-Sharing|Transportation|Airport Uber ride
2822|Ride-Sharing|Transportation|Lyft ride to work
2823|Ride-Sharing|Transportation|UberXL for the whole family
2824|Ride-Sharing|Transportation|Lyft ride after dinner
2825|Ride-Sharing|Transportation|Uber Eats delivery
2826|Ride-Sharing|Transportation|Uber ride to John's
2827|Ride-Sharing|Transportation|Lyft ride from the concert
2828|Ride-Sharing|Transportation|Expensive Uber ride!
2829|Ride-Sharing|Transportation|Uber pool to the game
2830|Ride-Sharing|Transportation|Lyft shared ride to the office
2831|Ride-Sharing|Transportation|Uber - quick trip
2832|Ride-Sharing|Transportation|Lyft - to work
2833|Ride-Sharing|Transportation|UberXL - 5 passengers
2834|Ride-Sharing|Transportation|Lyft - dinner out
2835|Ride-Sharing|Transportation|Uber Eats - ordered online
2836|Ride-Sharing|Transportation|Uber - friend's house
2837|Ride-Sharing|Transportation|Lyft - music concert
2838|Ride-Sharing|Transportation|Uber - high fare
2839|Ride-Sharing|Transportation|Uber pool - affordable
2840|Ride-Sharing|Transportation|Lyft - shared - commute
2841|Ride-Sharing|Transportation|Uber ride to airport
2842|Ride-Sharing|Transportation|Lyft ride to office
2843|Ride-Sharing|Transportation|UberXL ride for 6
2844|Ride-Sharing|Transportation|Lyft - restaurant
2845|Ride-Sharing|Transportation|Uber Eats order
2846|Ride-Sharing|Transportation|Uber to see John
2847|Ride-Sharing|Transportation|Lyft - concert
2848|Ride-Sharing|Transportation|Uber cost too much
2849|Ride-Sharing|Transportation|Uber pool efficient
2850|Ride-Sharing|Transportation|Lyft shared - cheap
2851|Ride-Sharing|Transportation|Uber airport
2852|Ride-Sharing|Transportation|Lyft work
2853|Ride-Sharing|Transportation|UberXL
2854|Ride-Sharing|Transportation|Lyft dinner
2855|Ride-Sharing|Transportation|Uber eats
2856|Ride-Sharing|Transportation|Uber John
2857|Ride-Sharing|Transportation|Lyft concert
2858|Ride-Sharing|Transportation|Uber expensive
2859|Ride-Sharing|Transportation|Uber pool
2860|Ride-Sharing|Transportation|Lyft shared
2861|Ride-Sharing|Transportation|Uber ride, airport
2862|Ride-Sharing|Transportation|Lyft, work
2863|Ride-Sharing|Transportation|UberXL, family
2864|Ride-Sharing|Transportation|Lyft, dinner
2865|Ride-Sharing|Transportation|Uber Eats, late
2866|Ride-Sharing|Transportation|Uber, John's
2867|Ride-Sharing|Transportation|Lyft, concert
2868|Ride-Sharing|Transportation|Uber, costly
2869|Ride-Sharing|Transportation|Uber pool, fun
2870|Ride-Sharing|Transportation|Lyft shared, cheap
2871|Ride-Sharing|Transportation|Uber to the airport.
2872|Ride-Sharing|Transportation|Lyft to my job.
2873|Ride-Sharing|Transportation|UberXL for my family.
2874|Ride-Sharing|Transportation|Lyft after dinner.
2875|Ride-Sharing|Transportation|Uber Eats delivery.
2876|Ride-Sharing|Transportation|Uber to John's.
2877|Ride-Sharing|Transportation|Lyft after the concert.
2878|Ride-Sharing|Transportation|Expensive Uber ride.
2879|Ride-Sharing|Transportation|Uber pool to the event.
2880|Ride-Sharing|Transportation|Lyft shared ride to work.
2881|Car Insurance|Transportation|car insurance payment
2882|Car Insurance|Transportation|paid car insurance
2883|Car Insurance|Transportation|insurance for my car
2884|Car Insurance|Transportation|auto insurance
2885|Car Insurance|Transportation|renewal of car insurance
2886|Car Insurance|Transportation|car insurance premium
2887|Car Insurance|Transportation|monthly car insurance
2888|Car Insurance|Transportation|my car insurance
2889|Car Insurance|Transportation|payment for car insurance
2890|Car Insurance|Transportation|insurance payment for the car
2891|Car Insurance|Transportation|car insurance
2892|Car Insurance|Transportation|insurance
2893|Car Insurance|Transportation|auto insurance payment
2894|Car Insurance|Transportation|paid my car insurance
2895|Car Insurance|Transportation|car insurance bill
2896|Car Insurance|Transportation|settled car insurance
2897|Car Insurance|Transportation|car insurance due
2898|Car Insurance|Transportation|car insurance is paid
2899|Car Insurance|Transportation|finished car insurance payment
2900|Car Insurance|Transportation|completed car insurance payment
2901|Car Insurance|Transportation|insurance premium for car
2902|Car Insurance|Transportation|car insurance premium payment
2903|Car Insurance|Transportation|paid the car insurance premium
2904|Car Insurance|Transportation|car insurance premium due
2905|Car Insurance|Transportation|car insurance premium renewal
2906|Car Insurance|Transportation|renewed car insurance premium
2907|Car Insurance|Transportation|my car insurance premium
2908|Car Insurance|Transportation|car insurance premium payment confirmation
2909|Car Insurance|Transportation|car insurance premium invoice
2910|Car Insurance|Transportation|car insurance premium receipt
2911|Car Insurance|Transportation|comprehensive car insurance
2912|Car Insurance|Transportation|third party car insurance
2913|Car Insurance|Transportation|liability car insurance
2914|Car Insurance|Transportation|collision car insurance
2915|Car Insurance|Transportation|car insurance coverage
2916|Car Insurance|Transportation|car insurance policy
2917|Car Insurance|Transportation|car insurance details
2918|Car Insurance|Transportation|car insurance documents
2919|Car Insurance|Transportation|car insurance information
2920|Car Insurance|Transportation|car insurance quotes
2921|Car Insurance|Transportation|car insurance claim
2922|Car Insurance|Transportation|car insurance claim payment
2923|Car Insurance|Transportation|filed a car insurance claim
2924|Car Insurance|Transportation|car insurance claim process
2925|Car Insurance|Transportation|car insurance claim status
2926|Car Insurance|Transportation|car insurance claim approved
2927|Car Insurance|Transportation|car insurance claim denied
2928|Car Insurance|Transportation|car insurance claim rejected
2929|Car Insurance|Transportation|car insurance claim settlement
2930|Car Insurance|Transportation|car insurance claim amount
2931|Car Insurance|Transportation|car insurance refund
2932|Car Insurance|Transportation|received car insurance refund
2933|Car Insurance|Transportation|car insurance money back
2934|Car Insurance|Transportation|car insurance reimbursement
2935|Car Insurance|Transportation|car insurance return
2936|Car Insurance|Transportation|car insurance repayment
2937|Car Insurance|Transportation|car insurance credit
2938|Car Insurance|Transportation|car insurance debit
2939|Car Insurance|Transportation|car insurance transaction
2940|Car Insurance|Transportation|car insurance balance
2941|Car Insurance|Transportation|cancelled car insurance
2942|Car Insurance|Transportation|canceled car insurance
2943|Car Insurance|Transportation|car insurance cancellation
2944|Car Insurance|Transportation|car insurance termination
2945|Car Insurance|Transportation|car insurance void
2946|Car Insurance|Transportation|car insurance null
2947|Car Insurance|Transportation|car insurance ended
2948|Car Insurance|Transportation|car insurance finished
2949|Car Insurance|Transportation|car insurance stopped
2950|Car Insurance|Transportation|car insurance discontinued
2951|Car Insurance|Transportation|cheap car insurance
2952|Car Insurance|Transportation|affordable car insurance
2953|Car Insurance|Transportation|best car insurance
2954|Car Insurance|Transportation|good car insurance
2955|Car Insurance|Transportation|reliable car insurance
2956|Car Insurance|Transportation|trustworthy car insurance
2957|Car Insurance|Transportation|quality car insurance
2958|Car Insurance|Transportation|superior car insurance
2959|Car Insurance|Transportation|excellent car insurance
2960|Car Insurance|Transportation|top-rated car insurance
2961|Car Insurance|Transportation|car insurance online
2962|Car Insurance|Transportation|car insurance comparison
2963|Car Insurance|Transportation|car insurance quote
2964|Car Insurance|Transportation|car insurance website
2965|Car Insurance|Transportation|car insurance app
2966|Car Insurance|Transportation|car insurance portal
2967|Car Insurance|Transportation|car insurance platform
2968|Car Insurance|Transportation|car insurance provider
2969|Car Insurance|Transportation|car insurance company
2970|Car Insurance|Transportation|car insurance agency
2971|Car Insurance|Transportation|car insurance cost
2972|Car Insurance|Transportation|car insurance price
2973|Car Insurance|Transportation|car insurance rate
2974|Car Insurance|Transportation|car insurance expense
2975|Car Insurance|Transportation|car insurance fee
2976|Car Insurance|Transportation|car insurance charge
2977|Car Insurance|Transportation|car insurance payment amount
2978|Car Insurance|Transportation|car insurance total cost
2979|Car Insurance|Transportation|car insurance overall cost
2980|Car Insurance|Transportation|car insurance final cost
2981|Car Insurance|Transportation|car insurance policy number
2982|Car Insurance|Transportation|car insurance id
2983|Car Insurance|Transportation|car insurance reference number
2984|Car Insurance|Transportation|car insurance tracking number
2985|Car Insurance|Transportation|car insurance confirmation number
2986|Car Insurance|Transportation|car insurance transaction id
2987|Car Insurance|Transportation|car insurance claim number
2988|Car Insurance|Transportation|car insurance policy details
2989|Car Insurance|Transportation|car insurance policy document
2990|Car Insurance|Transportation|car insurance policy information
2991|Car Insurance|Transportation|car insurance for new car
2992|Car Insurance|Transportation|car insurance for used car
2993|Car Insurance|Transportation|car insurance for old car
2994|Car Insurance|Transportation|car insurance for young driver
2995|Car Insurance|Transportation|car insurance for senior driver
2996|Car Insurance|Transportation|car insurance for student
2997|Car Insurance|Transportation|car insurance for family
2998|Car Insurance|Transportation|car insurance for business
2999|Car Insurance|Transportation|car insurance for company
3000|Car Insurance|Transportation|car insurance for employee
3001|Car Insurance|Transportation|car insurance deductible
3002|Car Insurance|Transportation|car insurance excess
3003|Car Insurance|Transportation|car insurance co-pay
3004|Car Insurance|Transportation|car insurance out-of-pocket
3005|Car Insurance|Transportation|car insurance share
3006|Car Insurance|Transportation|car insurance contribution
3007|Car Insurance|Transportation|car insurance portion
3008|Car Insurance|Transportation|car insurance part
3009|Car Insurance|Transportation|car insurance piece
3010|Car Insurance|Transportation|car insurance segment
3011|Car Insurance|Transportation|car insurance coverage amount
3012|Car Insurance|Transportation|car insurance coverage limit
3013|Car Insurance|Transportation|car insurance coverage details
3014|Car Insurance|Transportation|car insurance coverage type
3015|Car Insurance|Transportation|car insurance coverage options
3016|Car Insurance|Transportation|car insurance coverage plan
3017|Car Insurance|Transportation|car insurance coverage summary
3018|Car Insurance|Transportation|car insurance coverage description
3019|Car Insurance|Transportation|car insurance coverage explanation
3020|Car Insurance|Transportation|car insurance coverage benefits
3021|Car Insurance|Transportation|car insurance provider contact
3022|Car Insurance|Transportation|car insurance company contact
3023|Car Insurance|Transportation|car insurance agent contact
3024|Car Insurance|Transportation|car insurance representative contact
3025|Car Insurance|Transportation|car insurance customer service
3026|Car Insurance|Transportation|car insurance helpline
3027|Car Insurance|Transportation|car insurance support
3028|Car Insurance|Transportation|car insurance assistance
3029|Car Insurance|Transportation|car insurance hotline
3030|Car Insurance|Transportation|car insurance phone number
3031|Car Insurance|Transportation|my car insurance details
3032|Car Insurance|Transportation|my car insurance policy
3033|Car Insurance|Transportation|my car insurance documents
3034|Car Insurance|Transportation|my car insurance information
3035|Car Insurance|Transportation|my car insurance coverage
3036|Car Insurance|Transportation|my car insurance payments
3037|Car Insurance|Transportation|my car insurance history
3038|Car Insurance|Transportation|my car insurance claims
3039|Car Insurance|Transportation|my car insurance status
3040|Car Insurance|Transportation|my car insurance profile
3041|Car Insurance|Transportation|Geico car insurance
3042|Car Insurance|Transportation|Progressive car insurance
3043|Car Insurance|Transportation|State Farm car insurance
3044|Car Insurance|Transportation|Allstate car insurance
3045|Car Insurance|Transportation|Liberty Mutual car insurance
3046|Car Insurance|Transportation|Farmers car insurance
3047|Car Insurance|Transportation|USAA car insurance
3048|Car Insurance|Transportation|Nationwide car insurance
3049|Car Insurance|Transportation|American Family car insurance
3050|Car Insurance|Transportation|AAA car insurance
3051|Car Insurance|Transportation|car insurance renewal notice
3052|Car Insurance|Transportation|car insurance renewal reminder
3053|Car Insurance|Transportation|car insurance renewal confirmation
3054|Car Insurance|Transportation|car insurance renewal date
3055|Car Insurance|Transportation|car insurance renewal payment
3056|Car Insurance|Transportation|car insurance renewal process
3057|Car Insurance|Transportation|car insurance renewal options
3058|Car Insurance|Transportation|car insurance renewal details
3059|Car Insurance|Transportation|car insurance renewal information
3060|Car Insurance|Transportation|car insurance renewal request
3061|Car Insurance|Transportation|car insurance changes
3062|Car Insurance|Transportation|car insurance modifications
3063|Car Insurance|Transportation|car insurance updates
3064|Car Insurance|Transportation|car insurance adjustments
3065|Car Insurance|Transportation|car insurance alterations
3066|Car Insurance|Transportation|car insurance revisions
3067|Car Insurance|Transportation|car insurance amendments
3068|Car Insurance|Transportation|car insurance corrections
3069|Car Insurance|Transportation|car insurance improvements
3070|Car Insurance|Transportation|car insurance enhancements
3071|Car Insurance|Transportation|car insurance lapse
3072|Car Insurance|Transportation|car insurance expiration
3073|Car Insurance|Transportation|car insurance expiry
3074|Car Insurance|Transportation|car insurance termination date
3075|Car Insurance|Transportation|car insurance end date
3076|Car Insurance|Transportation|car insurance cancellation date
3077|Car Insurance|Transportation|car insurance void date
3078|Car Insurance|Transportation|car insurance null date
3079|Car Insurance|Transportation|car insurance ended date
3080|Car Insurance|Transportation|car insurance finished date
3081|Car Insurance|Transportation|car insurance dispute
3082|Car Insurance|Transportation|car insurance complaint
3083|Car Insurance|Transportation|car insurance issue
3084|Car Insurance|Transportation|car insurance problem
3085|Car Insurance|Transportation|car insurance question
3086|Car Insurance|Transportation|car insurance concern
3087|Car Insurance|Transportation|car insurance conflict
3088|Car Insurance|Transportation|car insurance disagreement
3089|Car Insurance|Transportation|car insurance challenge
3090|Car Insurance|Transportation|car insurance objection
3091|Car Insurance|Transportation|car insurance quotes comparison
3092|Car Insurance|Transportation|best car insurance quotes
3093|Car Insurance|Transportation|cheap car insurance quotes
3094|Car Insurance|Transportation|affordable car insurance quotes
3095|Car Insurance|Transportation|car insurance quotes online
3096|Car Insurance|Transportation|car insurance quotes comparison website
3097|Car Insurance|Transportation|car insurance quotes comparison app
3098|Car Insurance|Transportation|car insurance quotes comparison tool
3099|Car Insurance|Transportation|car insurance quotes comparison service
3100|Car Insurance|Transportation|car insurance quotes comparison platform
3101|Car Insurance|Transportation|car insurance from
3102|Car Insurance|Transportation|car insurance with
3103|Car Insurance|Transportation|car insurance by
3104|Car Insurance|Transportation|car insurance through
3105|Car Insurance|Transportation|car insurance via
3106|Car Insurance|Transportation|car insurance using
3107|Car Insurance|Transportation|car insurance at
3108|Car Insurance|Transportation|car insurance under
3109|Car Insurance|Transportation|car insurance on
3110|Car Insurance|Transportation|car insurance in
3111|Car Insurance|Transportation|paid my car insurance today
3112|Car Insurance|Transportation|just paid my car insurance
3113|Car Insurance|Transportation|finally paid my car insurance
3114|Car Insurance|Transportation|car insurance payment made
3115|Car Insurance|Transportation|car insurance payment confirmed
3116|Car Insurance|Transportation|car insurance payment successful
3117|Car Insurance|Transportation|car insurance payment completed
3118|Car Insurance|Transportation|car insurance payment processed
3119|Car Insurance|Transportation|car insurance payment cleared
3120|Car Insurance|Transportation|car insurance payment received
3121|Car Insurance|Transportation|car insurance is expensive
3122|Car Insurance|Transportation|car insurance is too expensive
3123|Car Insurance|Transportation|car insurance is costly
3124|Car Insurance|Transportation|car insurance is high
3125|Car Insurance|Transportation|car insurance is pricey
3126|Car Insurance|Transportation|car insurance is overpriced
3127|Car Insurance|Transportation|car insurance is unaffordable
3128|Car Insurance|Transportation|car insurance is unreasonable
3129|Car Insurance|Transportation|car insurance is excessive
3130|Car Insurance|Transportation|car insurance is exorbitant
3131|Car Insurance|Transportation|need car insurance
3132|Car Insurance|Transportation|looking for car insurance
3133|Car Insurance|Transportation|searching for car insurance
3134|Car Insurance|Transportation|want car insurance
3135|Car Insurance|Transportation|require car insurance
3136|Car Insurance|Transportation|must have car insurance
3137|Car Insurance|Transportation|have to get car insurance
3138|Car Insurance|Transportation|need to get car insurance
3139|Car Insurance|Transportation|gotta get car insurance
3140|Car Insurance|Transportation|need to buy car insurance
3141|Car Insurance|Transportation|new car insurance policy
3142|Car Insurance|Transportation|new car insurance
3143|Car Insurance|Transportation|new car insurance coverage
3144|Car Insurance|Transportation|new car insurance plan
3145|Car Insurance|Transportation|new car insurance details
3146|Car Insurance|Transportation|new car insurance information
3147|Car Insurance|Transportation|new car insurance documents
3148|Car Insurance|Transportation|new car insurance policy details
3149|Car Insurance|Transportation|new car insurance policy number
3150|Car Insurance|Transportation|new car insurance policy documents
3151|Car Insurance|Transportation|car insurance renewal
3152|Car Insurance|Transportation|renew my car insurance
3153|Car Insurance|Transportation|renewing my car insurance
3154|Car Insurance|Transportation|renewed car insurance
3155|Car Insurance|Transportation|car insurance renewal is due
3156|Car Insurance|Transportation|car insurance renewal is coming up
3157|Car Insurance|Transportation|car insurance renewal is soon
3158|Car Insurance|Transportation|car insurance renewal is today
3159|Car Insurance|Transportation|car insurance renewal is tomorrow
3160|Car Insurance|Transportation|car insurance renewal is next week
3161|Car Insurance|Transportation|car insurance claim for accident
3162|Car Insurance|Transportation|car insurance claim for damage
3163|Car Insurance|Transportation|car insurance claim for repairs
3164|Car Insurance|Transportation|car insurance claim for collision
3165|Car Insurance|Transportation|car insurance claim for theft
3166|Car Insurance|Transportation|car insurance claim for vandalism
3167|Car Insurance|Transportation|car insurance claim for injury
3168|Car Insurance|Transportation|car insurance claim for medical expenses
3169|Car Insurance|Transportation|car insurance claim for property damage
3170|Car Insurance|Transportation|car insurance claim for lost wages
3171|Vehicle Maintenance & Repairs|Transportation|new tires for my car
3172|Vehicle Maintenance & Repairs|Transportation|tire change
3173|Vehicle Maintenance & Repairs|Transportation|replace the old tires
3174|Vehicle Maintenance & Repairs|Transportation|4 new tires
3175|Vehicle Maintenance & Repairs|Transportation|winter tires
3176|Vehicle Maintenance & Repairs|Transportation|summer tires
3177|Vehicle Maintenance & Repairs|Transportation|changed all four tires
3178|Vehicle Maintenance & Repairs|Transportation|tire rotation and balance
3179|Vehicle Maintenance & Repairs|Transportation|tire repair
3180|Vehicle Maintenance & Repairs|Transportation|flat tire repair
3181|Vehicle Maintenance & Repairs|Transportation|oil change
3182|Vehicle Maintenance & Repairs|Transportation|oil change and filter
3183|Vehicle Maintenance & Repairs|Transportation|oil filter change
3184|Vehicle Maintenance & Repairs|Transportation|oil and filter change
3185|Vehicle Maintenance & Repairs|Transportation|changed the oil
3186|Vehicle Maintenance & Repairs|Transportation|new oil filter
3187|Vehicle Maintenance & Repairs|Transportation|replace the oil filter
3188|Vehicle Maintenance & Repairs|Transportation|engine oil change
3189|Vehicle Maintenance & Repairs|Transportation|check engine light
3190|Vehicle Maintenance & Repairs|Transportation|engine diagnostic
3191|Vehicle Maintenance & Repairs|Transportation|car diagnostic
3192|Vehicle Maintenance & Repairs|Transportation|diagnostic check
3193|Vehicle Maintenance & Repairs|Transportation|brake pads replacement
3194|Vehicle Maintenance & Repairs|Transportation|brake pads changed
3195|Vehicle Maintenance & Repairs|Transportation|brake fluid flush
3196|Vehicle Maintenance & Repairs|Transportation|new brake pads
3197|Vehicle Maintenance & Repairs|Transportation|replace brake pads
3198|Vehicle Maintenance & Repairs|Transportation|brake service
3199|Vehicle Maintenance & Repairs|Transportation|new brakes
3200|Vehicle Maintenance & Repairs|Transportation|replace the brakes
3201|Vehicle Maintenance & Repairs|Transportation|brake repair
3202|Vehicle Maintenance & Repairs|Transportation|fix brakes
3203|Vehicle Maintenance & Repairs|Transportation|replaced the alternator
3204|Vehicle Maintenance & Repairs|Transportation|alternator replacement
3205|Vehicle Maintenance & Repairs|Transportation|alternator repair
3206|Vehicle Maintenance & Repairs|Transportation|new alternator
3207|Vehicle Maintenance & Repairs|Transportation|battery replacement
3208|Vehicle Maintenance & Repairs|Transportation|new car battery
3209|Vehicle Maintenance & Repairs|Transportation|replace car battery
3210|Vehicle Maintenance & Repairs|Transportation|battery change
3211|Vehicle Maintenance & Repairs|Transportation|fix the battery
3212|Vehicle Maintenance & Repairs|Transportation|replace serpentine belt
3213|Vehicle Maintenance & Repairs|Transportation|new serpentine belt
3214|Vehicle Maintenance & Repairs|Transportation|serpentine belt replacement
3215|Vehicle Maintenance & Repairs|Transportation|timing belt replacement
3216|Vehicle Maintenance & Repairs|Transportation|new timing belt
3217|Vehicle Maintenance & Repairs|Transportation|replace timing belt
3218|Vehicle Maintenance & Repairs|Transportation|coolant flush
3219|Vehicle Maintenance & Repairs|Transportation|coolant change
3220|Vehicle Maintenance & Repairs|Transportation|transmission fluid change
3221|Vehicle Maintenance & Repairs|Transportation|new transmission fluid
3222|Vehicle Maintenance & Repairs|Transportation|transmission service
3223|Vehicle Maintenance & Repairs|Transportation|tune up
3224|Vehicle Maintenance & Repairs|Transportation|car tune up
3225|Vehicle Maintenance & Repairs|Transportation|engine tune up
3226|Vehicle Maintenance & Repairs|Transportation|spark plug replacement
3227|Vehicle Maintenance & Repairs|Transportation|new spark plugs
3228|Vehicle Maintenance & Repairs|Transportation|replace spark plugs
3229|Vehicle Maintenance & Repairs|Transportation|wiper blades replacement
